"","...1","id","user_id","user_login","user_name","game_id","game_name","type","title","viewer_count","started_at","language","thumbnail_url","tag_ids","is_mature"
"417","18","41385665643","75425569","edisonparklive","edisonparklive","516575","VALORANT","live","RESEARCHING HARBOR LINEUPS??","351","2022-10-13T15:32:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_edisonparklive-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"418","19","41385801067","68336635","babynikki","Babynikki","516575","VALORANT","live","TSM INVITATIONAL TODAY @ 4PM PST | !socials","334","2022-10-13T16:56:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_babynikki-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"419","20","47297808893","66243419","babyj","BabyJ","516575","VALORANT","live","#1 Katarinafps Fan !freeagent","271","2022-10-13T17:36:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_babyj-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"420","21","46172902108","134287989","yinsucollins","YinsuCollins","516575","VALORANT","live","NEW VALORANT AGENT HARBOR! Preview Event like a real streamer. I'm a vtuber now! !vtuber !boaster","220","2022-10-13T14:56:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yinsucollins-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"421","22","39763483575","180925973","flufee02","Flufee02","516575","VALORANT","live","NEW AGENT Setups for Harbor 2022 !oasis !newvid","206","2022-10-13T15:16:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_flufee02-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"422","23","40342619497","40454407","n0ted","n0ted","516575","VALORANT","live","HARBOR MAIN, GIGACHAD ACTIVATED.  / !mouse","186","2022-10-13T15:03:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_n0ted-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"423","24","39941750008","56512431","hwithouts","HwithoutS","516575","VALORANT","live","Finishing my Valorant battle pass","168","2022-10-13T10:51:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_hwithouts-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"424","25","40342847689","453831821","vessrain","Vessrain","516575","VALORANT","live","potato gets railed in dia comp | !socials !nightmarket","167","2022-10-13T16:30:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vessrain-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"425","26","46172927948","192208339","grayfps_","GRAYFPS_","516575","VALORANT","live","NEW HARBOR GAMEPLAY & SATCHEL STUFF VS STREAMERS!! / !socials","165","2022-10-13T15:02:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_grayfps_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""c2839af5-f1d2-46c4-8edc-1d0bfbd85070"")","FALSE"
"426","27","46172940572","218299232","andruwu","Andruwu","516575","VALORANT","live","Andruwu | NEW VALORANT Agent Harbor | !size !giveaway","165","2022-10-13T15:06:01Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_andruwu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"427","28","47296857677","60420780","gghosts_","GGhosts_","516575","VALORANT","live","Comp Valorant lesgoo !sub","151","2022-10-13T07:36:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_gghosts_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"428","29","47297228829","170180717","whyperk","whyPerk","516575","VALORANT","live","oVeRwAtCh - !hiatus !newVid | !socials !discord","124","2022-10-13T13:40:41Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_whyperk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"429","30","41385595691","100840762","shawnbm","ShawnBM","516575","VALORANT","live","⚡NEW AGENT HARBOR GAMEPLAY⚡BEST HARBOR NA ⚡ NEW VALORANT UI ⚡ WOW ⚡ COME SEE ⚡| !socials | !gift","123","2022-10-13T14:49:27Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shawnbm-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"430","31","41386028507","248649572","natt","Natt","516575","VALORANT","live","Girl Agent Voice Trolling :D !YT !Newvid","118","2022-10-13T19:03:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_natt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""c2839af5-f1d2-46c4-8edc-1d0bfbd85070"")","TRUE"
"431","32","39943031816","146733090","ahmetzone","ahmetzone","516575","VALORANT","live","Every L = 50 Pushups  - !discord","117","2022-10-13T16:24:00Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ahmetzone-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"432","33","40343218249","110058133","blakecissel","blakecissel","516575","VALORANT","live","Early Access Harbor Gameplay !socials","110","2022-10-13T18:24:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_blakecissel-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"433","34","40343188905","104888323","madelineislame","MadelineIsLame","516575","VALORANT","live","{ENVtuber} TO GOLD WE GO! !simp !smooch !throne !crosshair !rank","109","2022-10-13T18:15:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_madelineislame-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"434","35","39942589688","412619130","msvosch","msvosch","516575","VALORANT","live","TESTING HARBOR / AGENT #21 // 3 days until i move into !LL35","104","2022-10-13T14:53:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_msvosch-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"435","36","46173017852","151951417","jorhdys","Jorhdys","516575","VALORANT","live","EARLY ACCESS HARBOR GAMEPLAY","104","2022-10-13T15:28:33Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jorhdys-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"436","37","47297630301","79134626","tkayo","TKayO","516575","VALORANT","live","auto locking in on valorant :) | !socials !throne !kofi","99","2022-10-13T16:35:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_tkayo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"437","38","40343363801","538971223","redami","Redami","516575","VALORANT","live","[!drops] OW2 WIDOW/CASS DPS | !discord !newvid","93","2022-10-13T19:03:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_redami-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"438","39","47297838461","204235188","yejinni","yejinni","516575","VALORANT","live","imm grind solo q | !valrank","92","2022-10-13T17:46:38Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yejinni-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"439","40","40342960505","227506541","johnqtcs","johnqtcs","516575","VALORANT","live","HARBOR MAIN OMG GENIUS PROFESSIONAL TAKES ONLY  // !socials","89","2022-10-13T17:07:42Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_johnqtcs-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"440","41","41385696123","538480546","oceanttv_","oceanttv_","516575","VALORANT","live","pathetic egirl dominates dumb eboys at degen hours in unrated | !commands !tiktok","85","2022-10-13T15:52:16Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_oceanttv_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"441","42","46173615228","39918006","fakeananas","FakeAnanas","516575","VALORANT","live","Radiant Random evening rankeds !delay !leaderboard !skyeguides !kayoguide !coaching !changes | [ENG/SLO]","82","2022-10-13T17:45:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_fakeananas-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"442","43","40342625257","72633909","vantalan","Vantalan","516575","VALORANT","live","[ENVtuber 18+] Come on, let's play  [!commands|!discord|!collab]","71","2022-10-13T15:05:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vantalan-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"443","44","39942652328","632289706","mayuwii","Mayuwii","516575","VALORANT","live","HARBOR GAMEPLAY! !yt !newvid !socials","71","2022-10-13T15:06:11Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mayuwii-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"444","45","39942631944","142943539","pynappel","Pynappel","516575","VALORANT","live","[PBE] HARBOR GAMEPLAY HERE + customs with streamer friends // If you don't join, I find you // !social !discord","69","2022-10-13T15:02:12Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pynappel-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"445","46","40343199193","692429307","evanjstern","evanjstern","516575","VALORANT","live","birthday stream now (coffee) but also birthday stream later (not coffee)","68","2022-10-13T18:18:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_evanjstern-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"446","47","47297539917","36763466","amselndistress","AmselnDistress","516575","VALORANT","live","SPOOKATHON TIME!! (NA CUSTIES WITH A TWIST) !subathon| !twitter| !Discord| !maidoutfit| !socials","63","2022-10-13T16:02:00Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_amselndistress-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"447","48","41385948043","427011202","root","root","516575","VALORANT","live","BEST JETT NA RADIANT RANKED !yt !schedule !coaching !twitter @root7k","60","2022-10-13T18:18:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_root-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"448","49","46172913292","151550202","jackigoetv","JackIgoeTV","516575","VALORANT","live","NEW AGENT HARBOR EARLY ACCESS | Singing Skye from TikTok | @JackIgoeTV Tiktok and Youtube Shorts <3","57","2022-10-13T14:59:31Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jackigoetv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"449","50","40342399625","453350475","enyo","Enyo","516575","VALORANT","live","[ESP/ENG] Immortal Grind 🌸😊 Good Vibes ❤️ | !discord !emotes !alt","57","2022-10-13T13:12:17Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_enyo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"450","51","46172896396","52937304","kaywordley","KayWordley","516575","VALORANT","live","IM BACK - PLAYING HARBOR","54","2022-10-13T14:54:55Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kaywordley-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"451","52","39942545832","169176103","littleswedish","littleswedish","516575","VALORANT","live","♡ good ol funny title here ♡ !tiktok  (warning loud)","53","2022-10-13T14:43:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_littleswedish-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"452","53","46172838860","161056420","taiko_o","taiko_O","516575","VALORANT","live","💜HARBOUR GAMEPLAY w/ friendos WOOWEEEEE💜| BTW youre cute when you smile💜 | UK | !discord | !socials |","51","2022-10-13T14:36:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_taiko_o-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"453","54","47297554077","687383543","kikieria","kikieria","516575","VALORANT","live","OK I PULL UP ♡ | !socials !discord !duo","48","2022-10-13T16:06:47Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kikieria-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"454","55","41385966171","194947114","ashleybtw","ashleybtw","516575","VALORANT","live","poopie sharts ranked","44","2022-10-13T18:29:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ashleybtw-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"455","56","46173305708","834776096","rexustn","RexusTN","516575","VALORANT","live","[AR|ENG] NEW AGENT NEW AGENT NEW AGENT | !newmouse !donation !sens !ba9chich |","43","2022-10-13T16:44:02Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_rexustn-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"456","57","41385510971","719261257","theesirius","TheeSirius","516575","VALORANT","live","rise and grind 👻👻 !rank","43","2022-10-13T13:52:51Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_theesirius-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"457","58","39943278200","119976749","ramberggg","RambergGG","516575","VALORANT","live","🔴[ENG][18+][!Dreamhack]🌟Good F****** clean family entertainment you can trust 🌟","42","2022-10-13T17:05:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ramberggg-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"458","59","46173650540","40962770","fizzyxddd","FizzyxDDD","516575","VALORANT","live","Rankeds  | RBLS Fizzy","41","2022-10-13T17:51:22Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_fizzyxddd-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"459","60","41385902587","40247574","smacksmackk","SmackSmackk","516575","VALORANT","live","Immortal Brimstone ONE TRICK 🐴 !lineups - !newvid MENACE","41","2022-10-13T17:53:44Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_smacksmackk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"460","61","46173066460","172540588","staticmmiv","StaticMMIV","516575","VALORANT","live","!HARBOR EARLY ACCESS COME WATCH | !twitter !discord !sub @StaticMMIV","40","2022-10-13T15:42:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_staticmmiv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"461","62","40342392569","189971900","kyoukeu","Kyoukeu","516575","VALORANT","live","valo with viewers  NEW PNG !artcontest !accflex !sr !discord","39","2022-10-13T13:08:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kyoukeu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"462","63","46172482332","59905917","henricom","HenricoM","516575","VALORANT","live","i don't know what to put here, did you even read this? probably not | twitter.com/henricomorton10","39","2022-10-13T12:21:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_henricom-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"463","64","47297884333","31631594","brush","Brush","516575","VALORANT","live","HARBOR TESTING !yt !duo !tracker","36","2022-10-13T18:00:54Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_brush-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"464","65","39943367832","177910789","wanhedagod","WANHEDAGOD","516575","VALORANT","live","Road to Brazil (Red Bull Campus Clutch Slovenia Qualifier) in a few minutes w/  @grmek77 ,  @WoozyVALORANT ,  @KHorror_VAL ,  @lep1nja","35","2022-10-13T17:21:25Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_wanhedagod-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"465","66","41385918987","225308837","ayomalikai","ayoMalikai","516575","VALORANT","live","ranked + guess the ranks :D !coaching | sub goal: 633/650 | follow @ayoMalikai","35","2022-10-13T18:02:03Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ayomalikai-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"466","67","39942656328","127948740","pframon","PFRamon","516575","VALORANT","live","Harbor Gameplay V.S. Cypher","35","2022-10-13T15:07:04Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pframon-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"467","68","47297894157","590211963","treasonnnnn","Treasonnnnn","516575","VALORANT","live","Variety Game Day | !discord !merch !socials","34","2022-10-13T18:03:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_treasonnnnn-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"468","69","47297973149","37588197","justrahz","JustRahz","516575","VALORANT","live","Best Green rank gamer | !discord !youtube","32","2022-10-13T18:27:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_justrahz-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"469","70","41385105595","31873078","pinkcbj","pinkcbj","516575","VALORANT","live","main acc misery !shop !discord","30","2022-10-13T09:43:25Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pinkcbj-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"470","71","41385994555","642647649","minahyochii","MinaHyochii","516575","VALORANT","live","Valorant NEW AGENT?| !socials 【VTuber】","30","2022-10-13T18:45:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_minahyochii-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"471","72","47296932589","522699480","khamykilla","KhamyKilla","516575","VALORANT","live","*insert dope title here* Cam on 🙂 !teamkilla !ig !twitter !discord !donate","29","2022-10-13T08:43:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_khamykilla-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"472","73","40342514969","405739372","wowi","wowi","516575","VALORANT","live","Road to inmortal🔥🔥|| Extensible el proximo viernes!! || !redes !ig !memide","28","2022-10-13T14:14:32Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_wowi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"473","74","46173376220","792008662","qtpew_","qtpew_","516575","VALORANT","live","MY CRUSH IS WATCHING ME PLAY VALO AAAAAAAAAAHHHHHHHHH |´∀｀●)| !squad !socials | Check out my !newtok !youtube","28","2022-10-13T17:00:40Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_qtpew_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"", ""8bc6daab-8c15-4eb9-b533-a6417a213a93"", ""74204ae8-61d6-410c-b9a4-1207654b17ad"", ""15530b1f-f40f-457c-8db2-23e0828518d9"", ""dcf598ca-b5de-47d4-af33-ecabe9eaeee1"")","FALSE"
"474","75","46173034892","158501387","teeswiss","TEESWISS","516575","VALORANT","live","Did i hear a new Harbor coming to valorant | Come join our community !discord |!clip !rank !OF !hs !record !alt","28","2022-10-13T15:33:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_teeswiss-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"475","76","46172922060","166161188","halacg","HalaCG","516575","VALORANT","live","NEW VALORANT AGENT HARBOR EARLY ACCESS PREVIEW EVENT!","28","2022-10-13T15:01:17Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_halacg-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"476","77","47297928701","217807109","highkeyangel","highkeyangel","516575","VALORANT","live","angel | onto the next >:D |  !rank !donogoal","27","2022-10-13T18:14:13Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_highkeyangel-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"477","78","46172723788","28271846","georgecadman","GeorgeCadman","516575","VALORANT","live","THE HIGHEST QUALITY VALORANT GAMEPLAY ON TWITCH KEKW","27","2022-10-13T13:57:18Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_georgecadman-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"478","79","46172762972","244877670","death_1972","Death_1972","516575","VALORANT","live","Grandpa Noob Play Duo","27","2022-10-13T14:09:26Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_death_1972-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"479","80","39943578856","241065378","mikatsukitty","mikatsukitty","516575","VALORANT","live","Its thursday why are we streaming !socials","27","2022-10-13T18:12:46Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mikatsukitty-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""3575df89-da01-4fc1-939c-b5465093ed04"", ""adc4a830-07f5-457b-95e5-5ab6cc1f9af3"")","TRUE"
"480","81","41384720363","675947056","baebeedahl","BaeBeeDahl","516575","VALORANT","live","corporate life horrors | !javy","26","2022-10-13T06:44:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_baebeedahl-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""38fe29d8-b8b9-446f-b2cb-47ef84098510"", ""40226bd9-e2f2-4f86-bde5-bb856d52a4f1"", ""2193eee1-b8f0-43bd-a6d9-dba8a67528a1"")","TRUE"
"481","82","46174080956","667796333","feibe3","feibe3","516575","VALORANT","live","be my dog | !org !sponsor !socials !feetpics","25","2022-10-13T18:51:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_feibe3-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"482","83","47297691277","564887228","mangubutt","mangubutt","516575","VALORANT","live","SOLO QUEUING MY SOUL OUT OF SILVER 2 || !rank !valmoney !tiktok2","25","2022-10-13T16:57:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mangubutt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"", ""8bbdb07d-df18-4f82-a928-04a9003e9a7e"", ""353ab6ac-a0ee-404e-9bfa-217446b97718"", ""411e3710-decb-46fa-8f15-b4089a4441a5"", ""15530b1f-f40f-457c-8db2-23e0828518d9"")","TRUE"
"483","84","46173732092","480141468","itslinka","itsLinka","516575","VALORANT","live","THROWsday ♡ let's throw some elooo | !goal","25","2022-10-13T18:00:40Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itslinka-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"484","85","46173078924","55043997","josyfka","josyfka","516575","VALORANT","live","HARBOR GAMEPLAY - early access customs ft. your favourite creators !socials !youtube","25","2022-10-13T15:45:32Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_josyfka-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"485","86","41385491835","218897207","plasify","Plasify","516575","VALORANT","live","synergy plasify | early morning stream vibes :) | !announcement !duo","25","2022-10-13T13:39:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_plasify-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"486","87","39763668583","160853177","unnessessary","unnessessary","516575","VALORANT","live","[Early Access Content] Thank you Riot! <3【EN/MY/华】","25","2022-10-13T16:46:36Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_unnessessary-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"487","88","41385711131","227853273","jazzmynngrace","jazzmynngrace","516575","VALORANT","live","New Bit Badges! Every sub/gifter gets their name on the board :)","24","2022-10-13T16:01:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jazzmynngrace-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"488","89","47297663581","54663184","anderzztv","AnderzzTV","516575","VALORANT","live","Anderzz - Harbor Theory","24","2022-10-13T16:47:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_anderzztv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"489","90","39763280951","604858408","aderxu","aderxu","516575","VALORANT","live","easy games","24","2022-10-13T14:07:13Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aderxu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"490","91","40342959609","101449968","iridium","Iridium","516575","VALORANT","live","FADE 100 Game Speedrun ⚡️ | Follow: instagram.com/iridiyum","24","2022-10-13T17:07:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_iridium-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"491","92","46173363996","595199975","lichtmtg","LichtMTG","516575","VALORANT","live","Next ep radiant? Unrated with viewers [new vid ;o] | !newvideo !imbad !crosshair !rank","23","2022-10-13T16:58:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_lichtmtg-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"492","93","39943315784","94817028","lillyygoat","lillyygoat","516575","VALORANT","live","Extra streamm | !discord | ENG/NL | 18+","23","2022-10-13T17:12:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_lillyygoat-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"493","94","40342925785","16204851","steveclaus","steveclaus","516575","VALORANT","live","I told the chimney sweep that I thought I’d like to do the job on my own. He said, “soot yourself.”","23","2022-10-13T16:57:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_steveclaus-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"494","95","41386001803","118597216","onoez","onoez","516575","VALORANT","live","♡✨ No cam soloq vibes today✨ !Socials !Fractal  !Throne !Vyrus !Blackcraft","23","2022-10-13T18:49:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_onoez-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
